Process,Target,Power,Voltage,Current,N2/Ar,Deposition Time,Critical Temperature
0.9163799472288648,0.7883569243177382,243.9362968499234,510.0667547864599,0.5192214037954608,26.07924219538961,751.5446337256819,12.796444144215345
0.775842905985524,0.7823893594948139,167.21465644156035,408.93052078242727,0.5550865662603641,26.841209796576614,1249.0865458570768,12.634462456494289
0.31146569290239157,0.7694970920565097,221.66003549439222,376.7816189084032,0.46170422148949486,28.596055309661153,1527.0452176115932,12.614186463889526
0.0953845544607469,0.7866047759518844,201.4929990784313,437.7064101072075,0.5053459691130425,20.540934069041022,1378.6578946746245,12.621535164524943
0.3850796867475209,0.7359558501496549,233.24840932286628,361.7447964101868,0.488697786971678,20.999194469456803,1433.517218144926,12.630517553136302
0.8984215331673685,0.7343780442862302,221.86429168915527,454.3648951524666,0.5490563882864088,10.143331996964188,861.1060916877013,12.678724486863462
0.03591038091620137,0.7346189168267636,251.04859588879205,528.6472931330941,0.5408819931432259,23.819473244906817,817.6405567282156,12.6122757481763
0.49546204003936745,0.7149225153465456,182.16859761780952,436.96769463973703,0.545143589554844,17.242881233170262,1419.596577100384,12.688435611524852
0.7421333287512093,0.7325714838671795,251.55328213142002,355.0572908898821,0.4365270282142038,19.18807312535496,965.1592622344817,12.62348149531151
0.7673950055904751,0.7730138595289071,223.80134333570075,441.60242894410266,0.5018731768336606,16.482782940727112,1356.3106564200211,13.074436484887084
0.9721959476134441,0.7777497111734533,229.73596945594622,353.01091998845317,0.5067208178945372,14.799359991504744,994.1995805584661,12.711939254490115
0.17642558707363448,0.7963181607420196,170.75695923236964,445.91593151853647,0.5849244850470623,19.948680690545114,1392.9716754331698,12.612566732840488
0.6352533886632517,0.7028100197816886,196.3539028275526,348.02881358908417,0.5022626040659187,15.137477660286198,710.7297291238393,12.618493169979443
0.7576814133602763,0.7299410988203383,221.963491822292,427.65997781714486,0.5386711710465617,19.10600270576501,1503.3705202275446,12.940468888651697
0.5069548852363168,0.7797267308718283,164.00707040507183,497.86265349319785,0.45007484186482766,23.426518078290236,936.4552566619973,12.612823570193706
0.7935634462334817,0.7437972358228513,239.686578018197,348.5425573943167,0.44717069530369413,18.70365887604836,1297.5697242982017,12.62717417346145
0.6452339831945829,0.7584098031597576,175.23821672045324,459.45859091095383,0.5207729005311257,28.546668779818823,1140.7722964306995,12.650137304045726
0.5049721886929482,0.7480531532599364,149.801900743141,382.0594583680454,0.5124348352296626,10.291949686795073,1505.1347317271288,12.604251004568242
0.6891248953932224,0.7590751907201273,249.02143556101697,515.0146675187173,0.5775540371124741,13.075293135237615,1358.1233999969786,12.974728312604826
0.8534168743184868,0.7440441946531599,159.35374362446686,498.98889937198567,0.4635298368374075,21.051160163027376,1093.0333318001315,12.61575305536167
0.5233660273815415,0.742686006682455,210.59178479049,339.7693131051911,0.5364733739822438,24.166101335778905,740.332364903606,12.61406590052936
0.4498845155574144,0.7478744038005604,181.41622805927898,435.79313024627464,0.46272040140194276,29.092747031780235,1130.221167489989,12.61492838166385
0.14273127701009797,0.7377850380425669,230.9528431865894,445.2594142679859,0.43116330736264685,28.79863504957305,677.9317391802522,12.605560469675725
0.2316338856966725,0.79671338148702,244.3609153912497,405.83427493216783,0.5504270050655621,23.977794915729184,868.7209016870924,12.653919825429666
0.9101069181252291,0.776632797601349,198.2541955017564,389.5707692683024,0.44392167981322306,26.442336108352258,1314.7562630371108,12.638373705122763
0.20899777646612486,0.7414110535437644,251.54651018476855,482.4767676554222,0.5508472965665652,14.042266714032799,1332.2723099702753,12.689105164448797
0.4559135742205126,0.7477576501751019,181.24836684988156,359.5754785485826,0.4310103268083264,20.928005409196807,1157.4090537974803,12.573411869931432
0.8497377334795018,0.7725262112902951,186.65791568879874,402.14417637350766,0.4567878333079264,14.043242083726694,1465.9829015882465,12.634368420249885
0.8918791806128954,0.7325193909043674,157.55160265652546,428.7511545267911,0.5799383390597974,22.196391390486966,1457.8690951307578,12.620151446790429
0.857958709308928,0.7890240969066699,249.2585970515297,480.3977703328286,0.46301668178814287,23.868678120256362,1169.3928255436153,13.04933580073976
0.829416557233677,0.7484872400319951,200.35765193393914,408.0530084377025,0.545677551007695,18.46327529044229,871.8412398936799,12.777906200210891
0.3630471771640287,0.724071383857579,154.6003006766645,484.93938973766546,0.5021686194170203,11.937047852147073,1390.9809464885566,12.605661288154577
0.24044124577968964,0.7670989391973942,181.37313709088716,389.132384019314,0.47459307753097224,26.594833901287487,771.5776969382384,12.596985939497609
0.9835799250705821,0.7007660257254351,197.89368578696056,394.7851443933396,0.5643665486136645,20.658271073700178,1441.5358917546382,12.803446148627144
0.8497925818149625,0.7869141645158292,248.66431392272227,509.6616905298298,0.5829473158662992,27.00993982510117,1478.955611330157,12.836016995572669
0.5564460639988346,0.7783503181845408,218.51693920949089,454.3418161786183,0.5433430498375109,16.933547952017562,1536.0410877319641,12.881269775131532
0.041788532157208055,0.7604119502388117,189.95251848481215,432.961572675404,0.45035102070697897,13.796642861382683,1020.358812262619,12.57828465253548
0.23907709268242497,0.7322724862848272,247.01527216889497,470.8929160086718,0.5666043447216199,11.360032701408905,834.8047800722211,12.641468069987244
-0.01802676489232182,0.798138232508226,169.6264361501776,349.2642113542485,0.5736329846919519,28.714687117585953,775.5150462754492,12.605894705117025
0.06209861504963721,0.8018577192311536,202.05440839093296,421.7836401826318,0.44414192987236134,29.98813581444155,1212.9315341940737,12.608382976247986
0.729781042384299,0.7550450050310646,233.9554536190389,455.7154525821497,0.4558634190963789,24.252079217204926,699.4839040799628,12.636399241970441
0.8005697853173183,0.7268060581136501,213.76511341989828,374.43138756284304,0.4905413858698683,20.870542689500162,695.660615926423,12.641437969345864
0.4297749976728883,0.763772921697932,239.51972892681738,480.3758272210911,0.5214181246374284,17.586262172164886,900.6709212067976,12.79187193906698
0.23371674285283814,0.7648055936474146,237.2164639867776,419.7382019549825,0.5004384164487486,29.298372750512826,730.4337390169769,12.616218980701268
0.8305054887127736,0.7728738777697927,225.61915572658322,459.3166085372409,0.5460625236434646,14.688137093454703,1400.0806750779648,13.282875605409995
0.7161730879733889,0.7723788126374405,170.79095763884692,509.1899635699143,0.5655462237517628,15.051633547045743,1368.5243231878062,12.663739497548763
0.5235139490587963,0.7069095664950794,237.53615791354488,489.26260788751927,0.5228024899935108,24.652860141554005,1075.5896417793783,12.910593292983705
0.16069509469485999,0.7866709519395816,225.97117085374524,363.7730894591675,0.45681302096031584,14.58848345896762,726.8954830629531,12.597774414767901
0.3750701541158773,0.7692485686681173,208.30542310238056,458.9979675144954,0.5605644387306082,24.08521216761698,685.2576608092193,12.612477181075793
